Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
684296,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,75171,Married,Nova,2777.53,Standard,2013,12,2016,12
859972,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,75171,Married,Nova,2777.53,Standard,2014,10,,
833783,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,80224,Married,Nova,2778.32,Standard,2014,10,,
779929,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,85742,Single,Nova,2778.9,Standard,2017,10,,
196583,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,60366,Single,Nova,2779.85,Standard,2013,1,,
735627,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60366,Single,Nova,2779.85,Standard,2016,8,,
549537,Canada,Ontario,Toronto,M8Y 4K8,Male,Doctor,176843,Divorced,Nova,2780.2,Standard,2015,5,,
461353,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,101381,Married,Nova,2780.73,Standard,2015,1,,
920321,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,96816,Married,Nova,2780.85,Standard,2014,2,,
185129,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,73044,Married,Nova,2781.45,Standard,2013,12,,
891097,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,73044,Married,Nova,2781.45,Standard,2012,10,,
443130,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Nova,2781.59,Standard,2014,11,,
607480,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,2781.59,Standard,2016,12,,
365421,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,62857,Married,Nova,2783.58,Standard,2017,3,,
369943,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,62857,Married,Nova,2783.58,Standard,2014,3,,
727497,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Doctor,183847,Married,Nova,2784.91,Standard,2017,4,,
600792,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,80479,Divorced,Nova,2785.42,Standard,2017,10,,
688691,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,80479,Divorced,Nova,2785.42,Standard,2012,8,,
623946,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,100918,Divorced,Nova,2786.66,Standard,2018,8,,
302134,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,60201,Single,Nova,2787.42,Standard,2012,7,,
767494,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,60201,Single,Nova,2787.42,Standard,2012,5,,
637765,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,77645,Married,Nova,2787.5,Standard,2016,1,,
647791,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,77645,Married,Nova,2787.5,Standard,2017,9,,
278987,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,57464,Married,Nova,2787.54,Standard,2017,9,,
695076,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,50655,Married,Nova,2789.75,Standard,2015,3,,
702686,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Star,5173.49,2018 Promotion,2018,2,,
456167,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,66531,Married,Nova,2790.23,Standard,2013,7,,
488303,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,52971,Married,Nova,2790.46,Standard,2017,3,,
895537,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,52971,Married,Nova,2790.46,Standard,2016,6,,
529415,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,71335,Married,Nova,2790.68,Standard,2015,8,,
591547,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,61018,Single,Nova,2794.91,Standard,2012,7,,
142224,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Nova,2795.32,Standard,2016,10,,
106689,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,61554,Married,Nova,2795.41,Standard,2017,6,,
410341,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61554,Married,Nova,2795.41,Standard,2016,6,,
948825,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,82989,Married,Nova,2795.55,Standard,2013,1,,
525525,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,94801,Divorced,Nova,2795.74,Standard,2012,9,,
683699,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,94801,Divorced,Nova,2795.74,Standard,2014,4,,
210485,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,88516,Married,Nova,2796.8,Standard,2015,7,2016,2
717780,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,88516,Married,Nova,2796.8,Standard,2016,6,,
546869,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,82839,Married,Nova,2797.67,Standard,2017,8,,
261423,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,78170,Married,Nova,2797.76,Standard,2016,10,2018,11
715369,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,78170,Married,Nova,2797.76,Standard,2012,10,,
766401,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,71076,Married,Star,5181.62,2018 Promotion,2018,4,,
579943,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,96307,Single,Nova,2798.68,Standard,2016,7,,
174923,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,89076,Married,Nova,2799.47,Standard,2014,12,,
105074,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,79727,Married,Nova,2799.75,Standard,2014,10,,
724222,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,79727,Married,Nova,2799.75,Standard,2016,2,,
327019,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,56235,Married,Nova,2801.56,Standard,2018,10,,
451740,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,57246,Married,Nova,2802.62,Standard,2018,1,,
987482,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,76329,Married,Nova,2803.6,Standard,2012,5,,
555398,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,63939,Married,Nova,2803.8,Standard,2017,1,,
778317,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,63939,Married,Nova,2803.8,Standard,2016,12,2018,8
176848,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,50935,Married,Nova,2805.1,Standard,2018,8,,
626070,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,50935,Married,Nova,2805.1,Standard,2018,12,,
323735,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,104247,Divorced,Nova,2805.18,Standard,2012,10,,
958743,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,104247,Divorced,Nova,2805.18,Standard,2018,8,,
137209,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,68626,Single,Nova,2805.29,Standard,2018,8,,
390209,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,68626,Single,Nova,2805.29,Standard,2013,6,,
286975,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,58988,Single,Nova,2806.7,Standard,2013,12,,
989527,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,102982,Married,Star,5181.62,2018 Promotion,2018,2,2018,10
387553,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,72157,Divorced,Nova,2808.08,Standard,2018,1,,
867801,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,93006,Married,Nova,2808.61,Standard,2016,3,,
609650,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,86578,Married,Nova,2809.77,Standard,2017,11,,
298535,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,51510,Married,Nova,2810.46,Standard,2017,3,,
424139,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,51510,Married,Nova,2810.46,Standard,2017,5,,
459163,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,51510,Married,Nova,2810.46,Standard,2017,8,,
593116,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,51510,Married,Nova,2810.46,Standard,2014,12,,
955773,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87992,Married,Star,5226.29,2018 Promotion,2018,2,,
707974,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,51510,Married,Nova,2810.46,Standard,2017,11,,
831987,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,51510,Married,Nova,2810.46,Standard,2018,12,,
372522,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,85952,Married,Nova,2810.67,Standard,2016,4,2018,5
792229,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,79583,Married,Star,5309.44,2018 Promotion,2018,2,,
816705,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,46813,Married,Nova,2810.96,Standard,2016,10,,
527067,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77668,Divorced,Nova,2811.96,Standard,2016,4,,
802200,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,77668,Divorced,Nova,2811.96,Standard,2014,8,,
565074,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,84836,Married,Nova,2813.31,Standard,2014,2,2016,6
853421,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,84836,Married,Nova,2813.31,Standard,2017,4,,
651210,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,68785,Married,Nova,2813.51,Standard,2016,1,2016,11
574005,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,63984,Single,Nova,2813.69,Standard,2018,7,,
377173,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,100914,Divorced,Nova,2814.21,Standard,2013,11,,
706792,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,100914,Divorced,Nova,2814.21,Standard,2015,12,,
346828,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,54373,Married,Nova,2814.44,Standard,2012,5,,
370959,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,62075,Single,Nova,2816.57,Standard,2018,8,,
104849,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,63326,Married,Nova,2816.76,Standard,2014,3,,
339220,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,80219,Married,Nova,2816.76,Standard,2013,11,,
836523,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80219,Married,Nova,2816.76,Standard,2015,9,,
526579,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,96898,Married,Nova,2818.31,Standard,2014,7,,
331184,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Nova,2821,Standard,2017,9,,
479950,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Nova,2821,Standard,2013,9,,
371368,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,83164,Married,Nova,2821.1,Standard,2017,11,,
780150,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,83164,Married,Nova,2821.1,Standard,2015,2,,
849569,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,85573,Married,Nova,2821.35,Standard,2018,8,,
684826,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,60428,Married,Nova,2821.95,Standard,2016,10,,
862932,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,60428,Married,Nova,2821.95,Standard,2017,8,,
104431,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,243591,Married,Nova,2822.59,Standard,2014,11,,
822723,Canada,Quebec,Montreal,H2Y 2W2,Male,Doctor,243591,Married,Nova,2822.59,Standard,2017,7,2017,12
243018,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Nova,2822.73,Standard,2013,1,,
718922,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Married,Nova,2822.73,Standard,2016,4,2018,7
472405,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,49725,Married,Nova,2823.5,Standard,2014,3,,
240861,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,92551,Married,Nova,2824.68,Standard,2015,9,2016,5
305100,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,67036,Married,Nova,2824.85,Standard,2014,1,,
329446,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,67036,Married,Nova,2824.85,Standard,2013,4,2014,10
648231,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,49632,Divorced,Nova,2826.8,Standard,2018,6,,
810028,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,49632,Divorced,Nova,2826.8,Standard,2015,8,,
331857,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,46811,Single,Nova,2827.33,Standard,2015,11,,
456117,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,46811,Single,Nova,2827.33,Standard,2012,7,,
873977,Canada,British Columbia,Vancouver,V1E 4R6,Female,High School or Below,46604,Married,Nova,2827.44,Standard,2014,4,,
261273,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,50441,Married,Star,5332.46,2018 Promotion,2018,4,,
250089,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,49204,Married,Star,5405.52,2018 Promotion,2018,4,,
801607,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,50830,Married,Nova,2829.31,Standard,2018,6,,
249811,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,50432,Married,Nova,2829.86,Standard,2017,10,,
671906,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,50432,Married,Nova,2829.86,Standard,2015,4,2015,6
530214,Canada,Ontario,Toronto,M2Z 4K1,Male,Master,94856,Married,Nova,2831.59,Standard,2015,2,2017,7
826230,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,94856,Married,Nova,2831.59,Standard,2018,10,,
480203,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,83156,Married,Nova,2831.68,Standard,2012,6,,
486890,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,83156,Married,Nova,2831.68,Standard,2014,2,,
190570,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,59072,Married,Nova,2832.51,Standard,2017,3,2017,11
273070,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,65099,Divorced,Nova,2833.8,Standard,2015,4,,
444748,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,49839,Divorced,Nova,2834.65,Standard,2013,1,,
526479,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,49839,Divorced,Nova,2834.65,Standard,2018,9,,
945166,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,76565,Single,Nova,2836.68,Standard,2014,1,,
396996,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,62207,Divorced,Nova,2837.01,Standard,2013,6,,
639466,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,98418,Married,Nova,2837.11,Standard,2018,7,,
732144,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,98418,Married,Nova,2837.11,Standard,2017,3,,
998078,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,53304,Married,Nova,2837.16,Standard,2013,6,,
100140,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Divorced,Nova,2838.07,Standard,2016,7,,
646225,Canada,Ontario,Toronto,M2P 4F6,Female,College,,Divorced,Nova,2838.07,Standard,2014,9,,
279580,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,84198,Married,Nova,2839.3,Standard,2014,5,,
664771,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,84198,Married,Nova,2839.3,Standard,2012,9,,
482940,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,70741,Divorced,Nova,2839.8,Standard,2013,5,,
178403,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,72888,Married,Star,5479.56,2018 Promotion,2018,2,,
666877,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,71014,Divorced,Nova,2839.95,Standard,2015,10,,
444371,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,89847,Divorced,Nova,2840.3,Standard,2015,8,,
512640,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,89847,Divorced,Nova,2840.3,Standard,2018,5,,
952026,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Married,Nova,2840.85,Standard,2013,3,,
766861,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,64374,Married,Star,5493.7,2018 Promotion,2018,2,,
509962,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,54205,Married,Nova,2841.44,Standard,2012,6,,
347982,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,103522,Married,Star,5577.54,2018 Promotion,2018,4,,
868719,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,63952,Married,Nova,2842.82,Standard,2013,10,,
400958,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Nova,2843.15,Standard,2015,12,,
641586,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,81631,Married,Nova,2843.56,Standard,2014,3,,
496403,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,90671,Divorced,Nova,2844.85,Standard,2013,5,2017,11
737755,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,90671,Divorced,Nova,2844.85,Standard,2015,11,,
234630,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,95299,Divorced,Nova,2845.52,Standard,2016,1,,
622975,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,60585,Divorced,Nova,2846.17,Standard,2013,1,,
641162,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,60585,Divorced,Nova,2846.17,Standard,2018,8,,
614441,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,53068,Married,Nova,2846.25,Standard,2013,9,,
652756,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,53068,Married,Nova,2846.25,Standard,2017,11,,
463882,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,80846,Married,Nova,2846.65,Standard,2013,10,,
904669,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,80846,Married,Nova,2846.65,Standard,2012,10,,
955666,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,102416,Married,Nova,2847.97,Standard,2016,3,,
359133,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,72000,Married,Star,5638.54,2018 Promotion,2018,3,,
574081,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Nova,2848.56,Standard,2017,12,,
712521,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,78245,Divorced,Nova,2849.25,Standard,2015,9,,
369867,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,72353,Married,Nova,2851.16,Standard,2018,6,,
181377,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,79543,Married,Nova,2853.37,Standard,2015,7,,
407468,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,60297,Married,Nova,2853.51,Standard,2013,6,,
882263,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,60297,Married,Nova,2853.51,Standard,2018,6,,
499583,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,95902,Divorced,Nova,2853.6,Standard,2018,12,,
376618,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,83953,Married,Nova,2854.11,Standard,2014,11,,
154644,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,57377,Single,Nova,2854.27,Standard,2016,11,,
683356,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,57377,Single,Nova,2854.27,Standard,2015,11,,
753637,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,104798,Married,Nova,2855.69,Standard,2017,8,,
923062,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,69034,Divorced,Nova,2855.93,Standard,2014,10,,
723969,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Nova,2856.95,Standard,2018,11,,
846215,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Married,Nova,2856.95,Standard,2015,11,2016,7
231084,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,99090,Married,Nova,2857.11,Standard,2016,6,,
765793,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,94325,Divorced,Nova,2857.99,Standard,2012,11,,
562358,Canada,Ontario,London,M5B 3E4,Male,Bachelor,51943,Married,Nova,2858.09,Standard,2018,8,,
550352,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Nova,2858.99,Standard,2013,2,,
746554,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Married,Nova,2858.99,Standard,2015,9,,
336541,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,69804,Married,Nova,2859.41,Standard,2017,9,,
872340,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,105068,Married,Nova,2859.53,Standard,2018,12,,
967838,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,105068,Married,Nova,2859.53,Standard,2012,5,,
429471,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,104262,Single,Nova,2859.8,Standard,2016,9,,
544619,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,69342,Married,Nova,2860.11,Standard,2017,9,2018,5
829627,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,69342,Married,Nova,2860.11,Standard,2014,10,,
417841,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,52327,Divorced,Nova,2860.75,Standard,2015,4,2015,12
392713,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,68737,Married,Nova,2860.86,Standard,2018,8,,
213086,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,97825,Married,Nova,2861.72,Standard,2014,10,,
735964,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,97825,Married,Nova,2861.72,Standard,2013,10,,
130446,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,5907.15,2018 Promotion,2018,2,,
887328,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,87780,Married,Nova,2862.56,Standard,2017,1,,
911585,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,87780,Married,Nova,2862.56,Standard,2016,9,,
130331,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,79207,Divorced,Nova,2862.73,Standard,2016,12,,
239457,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,64245,Single,Star,5907.91,2018 Promotion,2018,3,,
102877,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Married,Nova,2863.04,Standard,2014,7,,
546456,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Nova,2863.04,Standard,2012,12,,
272148,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,61965,Married,Nova,2863.05,Standard,2013,4,,
939992,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,61965,Married,Nova,2863.05,Standard,2017,11,,
318291,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,58766,Married,Nova,2863.31,Standard,2013,4,2016,8
403052,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,58766,Married,Nova,2863.31,Standard,2018,5,,
349447,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,2864.09,Standard,2015,5,2016,1
931247,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,98765,Divorced,Nova,2864.54,Standard,2013,8,2017,10
856609,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64625,Single,Star,6085.3,2018 Promotion,2018,3,2018,11
700225,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,95882,Divorced,Nova,2866.82,Standard,2013,11,,
894608,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,99089,Married,Nova,2867.21,Standard,2016,3,,
140381,Canada,British Columbia,Vancouver,V1E 4R6,Female,Master,112860,Divorced,Nova,2867.31,Standard,2012,7,,
262774,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,112860,Divorced,Nova,2867.31,Standard,2013,8,,
315736,Canada,Ontario,Toronto,P1L 8X8,Female,Master,112860,Divorced,Nova,2867.31,Standard,2013,5,,
549064,Canada,Ontario,Toronto,P1J 8T7,Female,Master,112860,Divorced,Nova,2867.31,Standard,2013,11,,
608537,Canada,Ontario,Toronto,P1L 8X8,Female,Master,112860,Divorced,Nova,2867.31,Standard,2018,6,,
808206,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,112860,Divorced,Nova,2867.31,Standard,2016,7,,
